customer_id,Feature 0,Feature 1,Feature 2
0dc0137d280a2a82d2dc89282450ff1b,9.204470727307096e-05,-0.000506716362784333,5.57804566031506e-05
19b1319d29fd9d85ce9bfee83e42d51f,-7.495843412718741e-05,-0.0001857994076715795,0.0006986237971923757
55cd57179082e927015e74115eda38a7,-0.000150177369288453,0.00018301485255781534,0.0006563388381789913
5a3fc240190fe8ab89755e9aa808dc7b,-0.0001811977810726843,0.0003799299594792423,0.0006743853168818552
67ebbcb19c31ba578327194ddcc99493,3.6693207547943095e-05,-0.00039989619285178457,8.707241307817072e-05
ca051d58011d0bbd557bcafff6b00270,-8.060491265966432e-05,-9.478632535225555e-05,0.000271434662745934
e496b80d7dbe663293f0bd57dfa9d242,4.668040055481007e-05,-0.0005300743819974064,2.5426028194805537e-06
0e8945fa33578a01c307ba1429b27581,-5.440784133044315e-05,-0.00012044782569976618,0.00010347728212590724
331e104259e7c327b74934f2643e1a6d,-0.00021851918947157024,0.0006672470300776562,0.0005317552993013916
3f6515748b530158e476cea842ec61e7,-0.00020353652690994486,0.0005664856884734571,5.082553612684967e-05
3f8a6f7e72f8e9d352989a9177025312,-2.4097594098686326e-05,-0.000233418599932413,0.00036101559457043045
3fc35d1dae3b727cbd3e1574b30f04fa,-0.0001468470691887689,0.00018639131068916705,0.00020336924645807282
5ddef25d2fd7bc42b794ccbf364bae3f,-5.8041890146175244e-05,-0.0003004855507903336,0.00047053275028860014
7d447344fadc651a596ca593d2a6b6cd,-8.845245851354283e-05,1.3082181336315307e-05,0.00018320691891394604
a45506c5e7b898b2906dbba6204958a9,-0.00013717926376355364,0.00013560071069604438,-0.0002528417238985487
a89fca446f4c5dcf68820f22d4a5d424,-1.2047114522501274e-05,-0.0004002791335739193,0.0005302402094731992
b1790e71092cfa9b09252fd760a8745a,-0.00016811423751673132,0.00027840277358549175,0.00023479351439346257
f3dc8ff7f2ca28147dfde8de1e8fa1c1,-7.313859321487656e-05,-0.0001887714746968891,0.00035675194853741
f3e460a6673d9fe28997b7d8f3fdfd97,-0.00016604194731736842,0.00030720490440671987,-0.0004606897796382694
f72b917eff36c0ee4a9aa255824c26f8,-0.00014255827384589918,0.00022181461959850906,0.00017594378951805387
fd39bb8d9328e9001b748068fbd3e39b,-5.8743970696860324e-05,-0.00029813354114825214,0.000519352550700125
0383514dbe216fe1fc8b883a8bad5ef4,-0.00021847210474796225,0.0006774735839615083,0.00029411597508039095
1842ecd9b37a0efa7c1dfa242fcc376f,-0.00015800784192124848,0.0002192918568846441,0.0007268042459177074
1d739a76902b38b81b364c982bf30ae8,-0.00016707311441662844,0.0003145971981560221,-4.1252073625736236e-05
2481a4d74333bbccddd6e7bb32dab1ac,-0.00015550294844092678,0.0002585984693704915,-8.735261950970866e-05
3b3ee40b681041aab43a8ab4b8170463,0.0007248229101770854,-4.9304228310645814e-05,7.1918484689618995e-06
3bae2f725ee822e0775d9557a4a25441,8.955920007133142e-07,-0.00032642798719295966,0.0005175561783160264
46fb1b80898ab17e2feb9204c139eafc,1.193013715063737e-05,-0.0002767712141987573,2.8378643393418287e-05
64e45b4b022255b28ec8f4306c70e44c,-0.00019734696582779355,0.00048354135498174656,0.0007608405079943643
6960f72121cbf7f6d8dad35354a7e1e7,-0.00010317064500492798,-6.612738355797298e-05,0.00043372438821005777
6d7c914912c4addb7c0d27fa35d22bd3,-0.00020260225535755435,0.0005539982667780228,0.00018069119617526846
6f09087f310351021607c14f2e9e2118,-0.00011499866908343351,3.2528257812602726e-05,0.00034148425788110175
75f4c2b46fb9c0e0574e3472bfe6736d,-0.00015476697110964282,0.00019425391590515182,0.00056482137885612
9e28fba468fb0ecf82830d516839cd00,-0.0001942074306466391,0.0004844977196585324,0.00014344077612379522
a2f0923869c7e873752a99487b19ae10,-0.0001523892346939058,0.00020257447551354552,0.0006805498874192768
ab4b1f066f765ca55379539a748cd149,0.00011222899503472714,-0.0005167979310967604,6.522230478343981e-05
b0d03b894a5732b5b3e4d1fde14c8475,-0.00020310916821692385,0.0005364491197107831,0.00044775391036757707
eafdef87d0af3f512d0c700ebdf26fc9,-0.00021121337224183908,0.0006237661753406856,0.00012873146583388496
0102141b6d788acf7579a438d0b3ea2d,8.374975056247994e-05,-0.000547832856937277,0.00011071878905933808
0bdc7487ea89aebcca57a5f37e91102d,-8.995345318382212e-05,-9.674039053019679e-05,6.415330945718189e-05
124cb7fd77ed843763e34a357fd3bdf2,-8.828205196092144e-05,-0.00013381456640840982,0.0001799977927343718
32bdcaeb48aef771bce0a6ed3461ac0c,-0.00018379361276898287,0.0004347224479582653,-0.00033993369593197817
3594042e8f9f11da1d25df4ec2271fdc,-0.00012614486393750676,8.51360315656402e-05,-8.007531749477459e-05
52a442a4d4b9b35099b07405f312f7fb,-0.00015339183455196688,0.00027350222999178545,-0.00015699099032769322
5d579a02cce84b52dd3a7f5b5d973c8d,-0.00019619996681798159,0.0004973737635280601,0.0003403480908607588
8ad3b2ac0803f9ad01472ab08787a9d9,0.0007763143423185592,6.217786368199204e-05,0.00021590677398758084
8c3c985c6f663ccb15eb1d03e83ce52f,3.98978605835301e-05,-0.000389038888348911,0.0003006780703518039
a363e046f58c0cbc95ff8f82e54f0ac6,-0.00018520454753259813,0.00041073963376508807,0.00029864351708046267
b751b61718ea87ceb6df34026db1113d,-0.00019697239629003113,0.0004833375538792143,0.0006708389819957006
cd878640f95fdd84a86485bb22cf2e3e,-0.00016840244498065582,0.00032155108574192273,0.00018109334586253914
0131cecc1b26850bd0b5481bec0b1e2c,-0.0001362887561853422,0.00013953424266902989,0.00017902020954669939
0b45f435fd8ba508f5735673259b251e,-0.00010169224918462161,-8.416067947820732e-06,0.0002413104842946487
12d5522ed05621c3a295b97c5e88c716,3.370482958796228e-05,-0.0004923402115734001,0.0005279277163789723
1da6a00589f57813888d69843d87a760,-0.00012974533888826786,0.0001262503119764152,-0.0002538609433156939
1e02006bf2479c345443a83cedc91d7f,-0.00014833724654257898,0.00020103819176582683,0.00022635003156527253
27dcbe0058941b092c03e05a360d55c5,-7.770257719251394e-05,-0.00016996911941723832,0.0006184267845624471
48009a4899fefe4d23aa02cbbad06933,-0.00010869536050197341,-2.6721776386638892e-05,0.0007703327929093921
57086833f0feaf244a7b192a1982cc39,-0.0002053222032226449,0.0005686547990891255,0.00020868757524692555
68a3096dc906fdbd1a8f953a0fca8f31,-0.00017791226580361494,0.0003810030729985611,0.00011080113721088797
6d0954994f4c05a8ae9372a458002113,-0.00015470810817559656,0.00023205879784086306,0.0001284751046355543
1fd7f02ec2facf42ce0fce40d51217c6,9.223172916403614e-06,-0.0003469607922914013,-2.7487149847025033e-05
20a1c3fefbde66267b3436fc68a45365,-0.00016937077057022743,0.00027706490065310775,0.000608322171345805
31328936923a22616f9036c9c9d7fa65,-0.00018990000503962362,0.00045785882862074283,0.00016613305544918572
3bc7831bc3ff03addce51bdd65a86267,-0.00021519022834571279,0.0006591113921150451,-3.136291775974862e-05
405d2752d1972c32663e4eb508f5af4b,-0.00011066519353148753,5.547084768001278e-05,-2.7571094929921035e-05
716f6432447ff421c7bc472b10d8c706,-0.0002171080231852922,0.0006558717861902215,0.000528087145387508
